uniprot_acc	uniprot	RefSeqId	Gene	Name
P83369	P83369	134353	LSM11	LSM11, U7 small nuclear RNA associated
P83436	P83436	91949	COG7	component of oligomeric golgi complex 7
P83731	P83731	6152	RPL24	ribosomal protein L24
P83876	P83876	10907	TXNL4A	thioredoxin like 4A
P83881	P83881	6173	RPL36A	ribosomal protein L36a
P83916	P83916	10951	CBX1	chromobox 1
P84022	P84022	4088	SMAD3	SMAD family member 3
P84085	P84085	381	ARF5	ADP ribosylation factor 5
P84090	P84090	2079	ERH	ERH, mRNA splicing and mitosis factor
P84095	P84095	391	RHOG	ras homolog family member G
P84098	P84098	6143	RPL19	ribosomal protein L19
P84101	P84101	10169	SERF2	small EDRK-rich factor 2
P84103	P84103	6428	SRSF3	serine and arginine rich splicing factor 3
P84243	P84243	3020	H3F3A	H3 histone family member 3A
P85037	P85037	221937	FOXK1	forkhead box K1
P98170	P98170	331	XIAP	X-linked inhibitor of apoptosis
P98171	P98171	393	ARHGAP4	Rho GTPase activating protein 4
P98175	P98175	8241	RBM10	RNA binding motif protein 10
P98179	P98179	5935	RBM3	RNA binding motif protein 3
P98194	P98194	27032	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
P98196	P98196	23250	ATP11A	ATPase phospholipid transporting 11A
PPIA_HUMAN	PPIA_HUMAN	NA	NA	NA
Q00013	Q00013	4354	MPP1	membrane palmitoylated protein 1
Q00059	Q00059	7019	TFAM	transcription factor A, mitochondrial
Q00169	Q00169	5306	PITPNA	phosphatidylinositol transfer protein alpha
Q00325	Q00325	5250	SLC25A3	solute carrier family 25 member 3
Q00341	Q00341	3069	HDLBP	high density lipoprotein binding protein
Q00403	Q00403	2959	GTF2B	general transcription factor IIB
Q00534	Q00534	1021	CDK6	cyclin dependent kinase 6
Q00535	Q00535	1020	CDK5	cyclin dependent kinase 5
Q00577	Q00577	5813	PURA	purine rich element binding protein A
Q00610	Q00610	1213	CLTC	clathrin heavy chain
Q00613	Q00613	3297	HSF1	heat shock transcription factor 1
Q00653	Q00653	4791	NFKB2	nuclear factor kappa B subunit 2
Q00688	Q00688	2287	FKBP3	FK506 binding protein 3
Q00765	Q00765	7905	REEP5	receptor accessory protein 5
Q00796	Q00796	6652	SORD	sorbitol dehydrogenase
Q00839	Q00839	3192	HNRNPU	heterogeneous nuclear ribonucleoprotein U
Q00978	Q00978	10379	IRF9	interferon regulatory factor 9
Q01082	Q01082	6711	SPTBN1	spectrin beta, non-erythrocytic 1
Q01085	Q01085	7073	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1
Q01105	Q01105	6418	SET	SET nuclear proto-oncogene
Q01130	Q01130	6427	SRSF2	serine and arginine rich splicing factor 2
Q01151	Q01151	9308	CD83	CD83 molecule
Q01167	Q01167	3607	FOXK2	forkhead box K2
Q01196	Q01196	861	RUNX1	runt related transcription factor 1
Q01201	Q01201	5971	RELB	RELB proto-oncogene, NF-kB subunit
Q01415	Q01415	2585	GALK2	galactokinase 2
Q01432	Q01432	272	AMPD3	adenosine monophosphate deaminase 3
Q01433	Q01433	271	AMPD2	adenosine monophosphate deaminase 2
Q01459	Q01459	1486	CTBS	chitobiase
Q01469	Q01469	2171	FABP5	fatty acid binding protein 5
Q01518	Q01518	10487	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
Q01543	Q01543	2313	FLI1	Fli-1 proto-oncogene, ETS transcription factor
Q01581	Q01581	3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1
Q01650	Q01650	8140	SLC7A5	solute carrier family 7 member 5
Q01658	Q01658	1810	DR1	down-regulator of transcription 1
Q01664	Q01664	7023	TFAP4	transcription factor AP-4
Q01780	Q01780	5394	EXOSC10	exosome component 10
Q01804	Q01804	54726	OTUD4	OTU deubiquitinase 4
Q01813	Q01813	5214	PFKP	phosphofructokinase, platelet
Q01831	Q01831	7508	XPC	XPC complex subunit, DNA damage recognition and repair factor
Q01844	Q01844	2130	EWSR1	EWS RNA binding protein 1
Q01850	Q01850	1039	CDR2	cerebellar degeneration related protein 2
Q01970	Q01970	5331	PLCB3	phospholipase C beta 3
Q02040	Q02040	8227	AKAP17A	A-kinase anchoring protein 17A
Q02080	Q02080	4207	BORCS8-MEF2B	BORCS8-MEF2B readthrough
Q02086	Q02086	6668	SP2	Sp2 transcription factor
Q02127	Q02127	1723	DHODH	dihydroorotate dehydrogenase (quinone)
Q02218	Q02218	4967	OGDH	oxoglutarate dehydrogenase
Q02223	Q02223	608	TNFRSF17	TNF receptor superfamily member 17
Q02224	Q02224	1062	CENPE	centromere protein E
Q02241	Q02241	9493	KIF23	kinesin family member 23
Q02252	Q02252	4329	ALDH6A1	aldehyde dehydrogenase 6 family member A1
Q02338	Q02338	622	BDH1	3-hydroxybutyrate dehydrogenase 1
Q02413	Q02413	1828	DSG1	desmoglein 1
Q02446	Q02446	6671	SP4	Sp4 transcription factor
Q02447	Q02447	6670	SP3	Sp3 transcription factor
Q02543	Q02543	6142	RPL18A	ribosomal protein L18a
Q02548	Q02548	5079	PAX5	paired box 5
Q02556	Q02556	3394	IRF8	interferon regulatory factor 8
Q02750	Q02750	5604	MAP2K1	mitogen-activated protein kinase kinase 1
Q02790	Q02790	2288	FKBP4	FK506 binding protein 4
Q02809	Q02809	5351	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
Q02818	Q02818	4924	NUCB1	nucleobindin 1
Q02878	Q02878	6128	RPL6	ribosomal protein L6
Q02880	Q02880	7155	TOP2B	DNA topoisomerase II beta
Q02978	Q02978	8402	SLC25A11	solute carrier family 25 member 11
Q03001	Q03001	667	DST	dystonin
Q03111	Q03111	4298	MLLT1	MLLT1, super elongation complex subunit
Q03135	Q03135	857	CAV1	caveolin 1
Q03154	Q03154	95	ACY1	aminoacylase 1
Q03164	Q03164	4297	KMT2A	lysine methyltransferase 2A
Q03169	Q03169	7127	TNFAIP2	TNF alpha induced protein 2
Q03188	Q03188	1060	CENPC	centromere protein C
Q03252	Q03252	84823	LMNB2	lamin B2
Q03426	Q03426	4598	MVK	mevalonate kinase
Q03468	Q03468	2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor
Q03518	Q03518	6890	TAP1	transporter 1, ATP binding cassette subfamily B member
Q03519	Q03519	6891	TAP2	transporter 2, ATP binding cassette subfamily B member
Q03701	Q03701	10153	CEBPZ	CCAAT/enhancer binding protein zeta
Q04206	Q04206	5970	RELA	RELA proto-oncogene, NF-kB subunit
Q04323	Q04323	51035	UBXN1	UBX domain protein 1
Q04446	Q04446	2632	GBE1	1,4-alpha-glucan branching enzyme 1
Q04637	Q04637	1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
Q04656	Q04656	538	ATP7A	ATPase copper transporting alpha
Q04695	Q04695	3872	KRT17	keratin 17
Q04726	Q04726	7090	TLE3	transducin like enhancer of split 3
Q04760	Q04760	2739	GLO1	glyoxalase I
Q04837	Q04837	6742	SSBP1	single stranded DNA binding protein 1
Q04864	Q04864	5966	REL	REL proto-oncogene, NF-kB subunit
Q04917	Q04917	7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
Q04941	Q04941	5355	PLP2	proteolipid protein 2
Q05048	Q05048	1477	CSTF1	cleavage stimulation factor subunit 1
Q05086	Q05086	7337	UBE3A	ubiquitin protein ligase E3A
Q05209	Q05209	5782	PTPN12	protein tyrosine phosphatase, non-receptor type 12
Q05397	Q05397	5747	PTK2	protein tyrosine kinase 2
Q05469	Q05469	3991	LIPE	lipase E, hormone sensitive type
Q05519	Q05519	9295	SRSF11	serine and arginine rich splicing factor 11
Q05655	Q05655	5580	PRKCD	protein kinase C delta
Q05823	Q05823	6041	RNASEL	ribonuclease L
Q05932	Q05932	2356	FPGS	folylpolyglutamate synthase
Q05D32	Q05D32	51496	CTDSPL2	CTD small phosphatase like 2
Q06033	Q06033	3699	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3
Q06124	Q06124	5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11
Q06136	Q06136	2531	KDSR	3-ketodihydrosphingosine reductase
Q06187	Q06187	695	BTK	Bruton tyrosine kinase
Q06203	Q06203	5471	PPAT	phosphoribosyl pyrophosphate amidotransferase
Q06210	Q06210	2673	GFPT1	glutamine--fructose-6-phosphate transaminase 1
Q06265	Q06265	5393	EXOSC9	exosome component 9
Q06323	Q06323	5720	PSME1	proteasome activator subunit 1
Q06330	Q06330	3516	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
Q06413	Q06413	4208	MEF2C	myocyte enhancer factor 2C
Q06546	Q06546	2551	GABPA	GA binding protein transcription factor alpha subunit
Q06547	Q06547	2553	GABPB1	GA binding protein transcription factor beta subunit 1
Q06587	Q06587	6015	RING1	ring finger protein 1
Q06609	Q06609	5888	RAD51	RAD51 recombinase
Q06787	Q06787	2332	FMR1	fragile X mental retardation 1
Q07020	Q07020	6141	RPL18	ribosomal protein L18
Q07021	Q07021	708	C1QBP	complement C1q binding protein
Q07065	Q07065	10970	CKAP4	cytoskeleton associated protein 4
Q07108	Q07108	969	CD69	CD69 molecule
Q07352	Q07352	677	ZFP36L1	ZFP36 ring finger protein like 1
Q07617	Q07617	6674	SPAG1	sperm associated antigen 1
Q07666	Q07666	10657	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
Q07812	Q07812	581	BAX	BCL2 associated X, apoptosis regulator
Q07817	Q07817	598	BCL2L1	BCL2 like 1
Q07820	Q07820	4170	MCL1	MCL1, BCL2 family apoptosis regulator
Q07864	Q07864	5426	POLE	DNA polymerase epsilon, catalytic subunit
Q07866	Q07866	3831	KLC1	kinesin light chain 1
Q07912	Q07912	10188	TNK2	tyrosine kinase non receptor 2
Q07955	Q07955	6426	SRSF1	serine and arginine rich splicing factor 1
Q07960	Q07960	392	ARHGAP1	Rho GTPase activating protein 1
Q08116	Q08116	5996	RGS1	regulator of G protein signaling 1
Q08170	Q08170	6429	SRSF4	serine and arginine rich splicing factor 4
Q08209	Q08209	5530	PPP3CA	protein phosphatase 3 catalytic subunit alpha
Q08211	Q08211	1660	DHX9	DExH-box helicase 9
Q08257	Q08257	1429	CRYZ	crystallin zeta
Q08334	Q08334	3588	IL10RB	interleukin 10 receptor subunit beta
Q08378	Q08378	2802	GOLGA3	golgin A3
Q08379	Q08379	2801	GOLGA2	golgin A2
Q08380	Q08380	3959	LGALS3BP	galectin 3 binding protein
Q08426	Q08426	1962	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
Q08623	Q08623	8226	PUDP	pseudouridine 5'-phosphatase
Q08722	Q08722	961	CD47	CD47 molecule
Q08752	Q08752	5481	PPID	peptidylprolyl isomerase D
Q08945	Q08945	6749	SSRP1	structure specific recognition protein 1
Q08999	Q08999	5934	RBL2	RB transcriptional corepressor like 2
Q08AF3	Q08AF3	162394	SLFN5	schlafen family member 5
Q08AM6	Q08AM6	55697	VAC14	Vac14, PIKFYVE complex component
Q08J23	Q08J23	54888	NSUN2	NOP2/Sun RNA methyltransferase family member 2
Q09028	Q09028	5928	RBBP4	RB binding protein 4, chromatin remodeling factor
Q09161	Q09161	4686	NCBP1	nuclear cap binding protein subunit 1
Q09472	Q09472	2033	EP300	E1A binding protein p300
Q09666	Q09666	79026	AHNAK	AHNAK nucleoprotein
Q0GE19	Q0GE19	84068	SLC10A7	solute carrier family 10 member 7
Q0IIM8	Q0IIM8	54885	TBC1D8B	TBC1 domain family member 8B
Q0P6H9	Q0P6H9	80021	TMEM62	transmembrane protein 62
Q0PNE2	Q0PNE2	54859	ELP6	elongator acetyltransferase complex subunit 6
Q0VD83	Q0VD83	55911	APOBR	apolipoprotein B receptor
Q0VDF9	Q0VDF9	51182	HSPA14	heat shock protein family A (Hsp70) member 14
Q0VDG4	Q0VDG4	79634	SCRN3	secernin 3
Q10469	Q10469	4247	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
Q10471	Q10471	2590	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
Q10472	Q10472	2589	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
Q10567	Q10567	162	AP1B1	adaptor related protein complex 1 beta 1 subunit
Q10570	Q10570	29894	CPSF1	cleavage and polyadenylation specific factor 1
Q10589	Q10589	684	BST2	bone marrow stromal cell antigen 2
Q10713	Q10713	23203	PMPCA	peptidase, mitochondrial processing alpha subunit
Q12765	Q12765	9805	SCRN1	secernin 1
Q12768	Q12768	9897	WASHC5	WASH complex subunit 5
Q12769	Q12769	23279	NUP160	nucleoporin 160
Q12772	Q12772	6721	SREBF2	sterol regulatory element binding transcription factor 2
Q12778	Q12778	2308	FOXO1	forkhead box O1
Q12788	Q12788	10607	TBL3	transducin beta like 3
Q12789	Q12789	2975	GTF3C1	general transcription factor IIIC subunit 1
Q12792	Q12792	5756	TWF1	twinfilin actin binding protein 1
Q12797	Q12797	444	ASPH	aspartate beta-hydroxylase
Q12800	Q12800	7024	TFCP2	transcription factor CP2
Q12802	Q12802	11214	AKAP13	A-kinase anchoring protein 13
Q12824	Q12824	6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
Q12830	Q12830	2186	BPTF	bromodomain PHD finger transcription factor
Q12834	Q12834	991	CDC20	cell division cycle 20
Q12846	Q12846	6810	STX4	syntaxin 4
Q12849	Q12849	2926	GRSF1	G-rich RNA sequence binding factor 1
Q12851	Q12851	5871	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
Q12872	Q12872	6433	SFSWAP	splicing factor SWAP
Q12873	Q12873	1107	CHD3	chromodomain helicase DNA binding protein 3
Q12874	Q12874	10946	SF3A3	splicing factor 3a subunit 3
Q12888	Q12888	7158	TP53BP1	tumor protein p53 binding protein 1
Q12893	Q12893	11070	TMEM115	transmembrane protein 115
Q12894	Q12894	7866	IFRD2	interferon related developmental regulator 2
Q12899	Q12899	7726	TRIM26	tripartite motif containing 26
Q12904	Q12904	9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
Q12905	Q12905	3608	ILF2	interleukin enhancer binding factor 2
Q12906	Q12906	3609	ILF3	interleukin enhancer binding factor 3
Q12907	Q12907	10960	LMAN2	lectin, mannose binding 2
Q12912	Q12912	4033	LRMP	lymphoid restricted membrane protein
Q12931	Q12931	10131	TRAP1	TNF receptor associated protein 1
Q12933	Q12933	7186	TRAF2	TNF receptor associated factor 2
Q12959	Q12959	1739	DLG1	discs large MAGUK scaffold protein 1
Q12962	Q12962	6881	TAF10	TATA-box binding protein associated factor 10
Q12965	Q12965	4643	MYO1E	myosin IE
Q12968	Q12968	4775	NFATC3	nuclear factor of activated T-cells 3
Q12972	Q12972	5511	PPP1R8	protein phosphatase 1 regulatory subunit 8
Q12974	Q12974	8073	PTP4A2	protein tyrosine phosphatase type IVA, member 2
Q12979	Q12979	29	ABR	active BCR-related
Q12980	Q12980	8131	NPRL3	NPR3 like, GATOR1 complex subunit
Q12981	Q12981	662	BNIP1	BCL2 interacting protein 1
Q12982	Q12982	663	BNIP2	BCL2 interacting protein 2
Q12983	Q12983	664	BNIP3	BCL2 interacting protein 3
Q12986	Q12986	4799	NFX1	nuclear transcription factor, X-box binding 1
Q12996	Q12996	1479	CSTF3	cleavage stimulation factor subunit 3
Q12999	Q12999	6302	TSPAN31	tetraspanin 31
Q13011	Q13011	1891	ECH1	enoyl-CoA hydratase 1
Q13017	Q13017	394	ARHGAP5	Rho GTPase activating protein 5
Q13029	Q13029	7799	PRDM2	PR/SET domain 2
Q13033	Q13033	29966	STRN3	striatin 3
Q13042	Q13042	8881	CDC16	cell division cycle 16
Q13043	Q13043	6789	STK4	serine/threonine kinase 4
Q13045	Q13045	2314	FLII	FLII, actin remodeling protein
Q13049	Q13049	22954	TRIM32	tripartite motif containing 32
Q13057	Q13057	80347	COASY	Coenzyme A synthase
Q13077	Q13077	7185	TRAF1	TNF receptor associated factor 1
Q13084	Q13084	10573	MRPL28	mitochondrial ribosomal protein L28
Q13085	Q13085	31	ACACA	acetyl-CoA carboxylase alpha
Q13094	Q13094	3937	LCP2	lymphocyte cytosolic protein 2
Q13098	Q13098	2873	GPS1	G protein pathway suppressor 1
Q13107	Q13107	7375	USP4	ubiquitin specific peptidase 4
Q13111	Q13111	10036	CHAF1A	chromatin assembly factor 1 subunit A
Q13112	Q13112	8208	CHAF1B	chromatin assembly factor 1 subunit B
Q13114	Q13114	7187	TRAF3	TNF receptor associated factor 3
Q13123	Q13123	3550	IK	IK cytokine
Q13126	Q13126	4507	MTAP	methylthioadenosine phosphorylase
Q13129	Q13129	6018	RLF	rearranged L-myc fusion
Q13131	Q13131	5562	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
Q13136	Q13136	8500	PPFIA1	PTPRF interacting protein alpha 1
Q13137	Q13137	10241	CALCOCO2	calcium binding and coiled-coil domain 2
Q13144	Q13144	8893	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
Q13148	Q13148	23435	TARDBP	TAR DNA binding protein
Q13151	Q13151	10949	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
Q13153	Q13153	5058	PAK1	p21 (RAC1) activated kinase 1
Q13155	Q13155	7965	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
Q13162	Q13162	10549	PRDX4	peroxiredoxin 4
Q13177	Q13177	5062	PAK2	p21 (RAC1) activated kinase 2
Q13185	Q13185	11335	CBX3	chromobox 3
Q13188	Q13188	6788	STK3	serine/threonine kinase 3
Q13190	Q13190	6811	STX5	syntaxin 5
Q13191	Q13191	868	CBLB	Cbl proto-oncogene B
Q13200	Q13200	5708	PSMD2	proteasome 26S subunit, non-ATPase 2
Q13206	Q13206	1662	DDX10	DEAD-box helicase 10
Q13217	Q13217	5611	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
Q13227	Q13227	2874	GPS2	G protein pathway suppressor 2
Q13232	Q13232	4832	NME3	NME/NM23 nucleoside diphosphate kinase 3
Q13242	Q13242	8683	SRSF9	serine and arginine rich splicing factor 9
Q13243	Q13243	6430	SRSF5	serine and arginine rich splicing factor 5
Q13247	Q13247	6431	SRSF6	serine and arginine rich splicing factor 6
Q13257	Q13257	4085	MAD2L1	mitotic arrest deficient 2 like 1
Q13263	Q13263	10155	TRIM28	tripartite motif containing 28
Q13283	Q13283	10146	G3BP1	G3BP stress granule assembly factor 1
Q13287	Q13287	9111	NMI	N-myc and STAT interactor
Q13291	Q13291	6504	SLAMF1	signaling lymphocytic activation molecule family member 1
Q13303	Q13303	8514	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
Q13310	Q13310	8761	PABPC4	poly(A) binding protein cytoplasmic 4
Q13315	Q13315	472	ATM	ATM serine/threonine kinase
Q13325	Q13325	24138	IFIT5	interferon induced protein with tetratricopeptide repeats 5
Q13330	Q13330	9112	MTA1	metastasis associated 1
Q13342	Q13342	11262	SP140	SP140 nuclear body protein
Q13347	Q13347	8668	EIF3I	eukaryotic translation initiation factor 3 subunit I
Q13356	Q13356	23759	PPIL2	peptidylprolyl isomerase like 2
Q13362	Q13362	5527	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
Q13363	Q13363	1487	CTBP1	C-terminal binding protein 1
Q13371	Q13371	5082	PDCL	phosducin like
Q13395	Q13395	6894	TARBP1	TAR (HIV-1) RNA binding protein 1
Q13404	Q13404	7335	UBE2V1	ubiquitin conjugating enzyme E2 V1
Q13405	Q13405	740	MRPL49	mitochondrial ribosomal protein L49
Q13409	Q13409	1781	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
Q13415	Q13415	4998	ORC1	origin recognition complex subunit 1
Q13416	Q13416	4999	ORC2	origin recognition complex subunit 2
Q13418	Q13418	3611	ILK	integrin linked kinase
Q13422	Q13422	10320	IKZF1	IKAROS family zinc finger 1
Q13423	Q13423	23530	NNT	nicotinamide nucleotide transhydrogenase
Q13425	Q13425	6645	SNTB2	syntrophin beta 2
Q13426	Q13426	7518	XRCC4	X-ray repair cross complementing 4
Q13427	Q13427	9360	PPIG	peptidylprolyl isomerase G
Q13428	Q13428	6949	TCOF1	treacle ribosome biogenesis factor 1
Q13432	Q13432	9094	UNC119	unc-119 lipid binding chaperone
Q13435	Q13435	10992	SF3B2	splicing factor 3b subunit 2
Q13438	Q13438	10956	OS9	OS9, endoplasmic reticulum lectin
Q13439	Q13439	2803	GOLGA4	golgin A4
Q13442	Q13442	11333	PDAP1	PDGFA associated protein 1
Q13443	Q13443	8754	ADAM9	ADAM metallopeptidase domain 9
Q13445	Q13445	11018	TMED1	transmembrane p24 trafficking protein 1
Q13451	Q13451	2289	FKBP5	FK506 binding protein 5
Q13459	Q13459	4650	MYO9B	myosin IXB
Q13464	Q13464	6093	ROCK1	Rho associated coiled-coil containing protein kinase 1
Q13469	Q13469	4773	NFATC2	nuclear factor of activated T-cells 2
Q13472	Q13472	7156	TOP3A	DNA topoisomerase III alpha
Q13478	Q13478	8809	IL18R1	interleukin 18 receptor 1
Q13485	Q13485	4089	SMAD4	SMAD family member 4
Q13488	Q13488	10312	TCIRG1	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3
Q13492	Q13492	8301	PICALM	phosphatidylinositol binding clathrin assembly protein
Q13496	Q13496	4534	MTM1	myotubularin 1
Q13501	Q13501	8878	SQSTM1	sequestosome 1
Q13505	Q13505	4580	MTX1	metaxin 1
Q13510	Q13510	427	ASAH1	N-acylsphingosine amidohydrolase 1
Q13523	Q13523	8899	PRPF4B	pre-mRNA processing factor 4B
Q13526	Q13526	5300	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
Q13530	Q13530	10955	SERINC3	serine incorporator 3
Q13535	Q13535	545	ATR	ATR serine/threonine kinase
Q13541	Q13541	1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
Q13546	Q13546	8737	RIPK1	receptor interacting serine/threonine kinase 1
Q13547	Q13547	3065	HDAC1	histone deacetylase 1
Q13555	Q13555	818	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
Q13557	Q13557	817	CAMK2D	calcium/calmodulin dependent protein kinase II delta
